index,country,year,wealth_index,is_urban,households,latitude,longitude,is_poorest,RGB_prob_is_poorest,SWIR1_prob_is_poorest,TEMP1_prob_is_poorest,NIGHTLIGHTS_prob_is_poorest,NIR_prob_is_poorest,SWIR2_prob_is_poorest
mali_2015_00-161,mali,2015.0,1.9398837089538568,1.0,24.0,12.636964797973633,-8.036490440368652,0,0.13118192553520203,0.12405116856098175,0.03686772286891937,0.07109193503856659,0.041033726185560226,0.13448172807693481
burkina_faso_2014_00-112,burkina_faso,2014.0,-0.2259085923433303,0.0,26.0,11.807313919067385,-1.803462028503418,0,0.06371224671602249,0.07781503349542618,0.09308551251888275,0.4450768828392029,0.06028464809060097,0.07790988683700562
malawi_2015_00-5,malawi,2015.0,-0.4903615415096283,0.0,32.0,-11.35562801361084,33.38094711303711,1,0.26232025027275085,0.26134932041168213,0.42426884174346924,0.15903887152671814,0.39579838514328003,0.19793279469013214
malawi_2015_00-514,malawi,2015.0,-0.1935782432556152,0.0,32.0,-15.774680137634276,35.134822845458984,0,0.24391819536685944,0.23527711629867554,0.3554278612136841,0.13053923845291138,0.09762934595346451,0.24985304474830627
rwanda_2014_00-319,rwanda,2014.0,-0.3175725638866424,0.0,25.0,-2.4724369049072266,29.76741981506348,0,0.4003959000110626,0.47787606716156006,0.3627793788909912,0.12777207791805267,0.635741114616394,0.19486850500106812
sierra_leone_2013_00-345,sierra_leone,2013.0,0.7174652814865112,1.0,30.0,7.878921985626221,-11.190850257873535,0,0.32782888412475586,0.1735404133796692,0.2859923541545868,0.01250812690705061,0.35746365785598755,0.1416332870721817
lesotho_2009_00-27,lesotho,2009.0,0.3958465456962585,1.0,23.0,-29.82931327819824,27.21294403076172,0,0.08827341347932816,0.19305041432380676,0.32670170068740845,0.05312647670507431,0.15473265945911407,0.13853366672992706
burkina_faso_2014_00-212,burkina_faso,2014.0,-0.8332284092903137,0.0,26.0,14.324005126953123,-0.2751840054988861,1,0.624148964881897,0.358896404504776,0.1624465435743332,0.3926444351673126,0.3656940460205078,0.2909548282623291
malawi_2015_00-206,malawi,2015.0,-0.4054773151874542,0.0,33.0,-14.772695541381836,34.90314102172852,0,0.3711594343185425,0.4636494815349579,0.2378258854150772,0.3024474084377289,0.330012708902359,0.4521206319332123
malawi_2015_00-271,malawi,2015.0,-0.2845506966114044,0.0,32.0,-11.202370643615724,33.95091247558594,0,0.3909319341182709,0.33842626214027405,0.3750251829624176,0.27122148871421814,0.5692431926727295,0.34437641501426697
ethiopia_2016_03-4,ethiopia,2016.0,-0.4692757427692413,0.0,25.0,5.848372936248779,43.52798080444336,0,0.3709692060947418,0.22563239932060242,0.2935188412666321,0.45376473665237427,0.2638396918773651,0.23128676414489746
mozambique_2009_00-49,mozambique,2009.0,-0.2724916338920593,0.0,21.0,-14.162050247192385,39.20870971679688,0,0.41732436418533325,0.5741122364997864,0.4362840950489044,0.6569193601608276,0.2845247983932495,0.44102033972740173
benin_2012_00-423,benin,2012.0,1.6418685913085938,1.0,23.0,6.386361122131348,2.4405808448791504,0,0.004192151594907045,0.02558814361691475,0.05654691532254219,0.0901443138718605,0.06539254635572433,0.04727010801434517
malawi_2010_00-144,malawi,2010.0,-0.6619240045547485,0.0,32.0,-15.906036376953123,35.76905059814453,1,0.13764588534832,0.337449848651886,0.16668635606765747,0.6569193601608276,0.34559229016304016,0.582749605178833
kenya_2014_17-6,kenya,2014.0,-0.2867025732994079,1.0,22.0,-1.055966019630432,34.446678161621094,0,0.22994184494018555,0.21184757351875305,0.16072843968868256,0.0686945989727974,0.4293668568134308,0.15011833608150482
cameroon_2011_00-126,cameroon,2011.0,1.1509183645248413,1.0,20.0,3.875945091247559,11.517525672912598,0,0.26063820719718933,0.15825532376766205,0.20349730551242828,0.03337516635656357,0.21714022755622864,0.1703176349401474
zimbabwe_2015_00-389,zimbabwe,2015.0,1.8467841148376465,1.0,24.0,-17.878082275390625,31.033348083496094,0,0.01285230927169323,0.04364725947380066,0.10289449989795685,0.1590777337551117,0.0044128065928816795,0.05775437876582146
ethiopia_2010_00-509,ethiopia,2010.0,-1.130726337432861,0.0,28.0,8.2582426071167,35.45568084716797,1,0.6519923210144043,0.2819078266620636,0.42706477642059326,0.6569193601608276,0.562137246131897,0.6373447179794312
kenya_2014_00-18,kenya,2014.0,0.9897681474685668,1.0,17.0,-1.2626689672470093,36.90116882324219,0,0.00412664795294404,0.08555483818054199,0.051473453640937805,0.136374831199646,0.06889092177152634,0.07272366434335709
uganda_2009_00-159,uganda,2009.0,-0.7836986780166626,0.0,26.0,3.231666088104248,30.88766860961914,1,0.388115257024765,0.3437906801700592,0.3655990660190582,0.6569193601608276,0.23056869208812714,0.43304967880249023
zimbabwe_2015_00-187,zimbabwe,2015.0,1.5099692344665527,1.0,24.0,-20.083646774291992,30.80764579772949,0,0.05134802684187889,0.2868584394454956,0.14142672717571259,0.0493667870759964,0.06787106394767761,0.2564697861671448
benin_2012_00-37,benin,2012.0,-0.5646140575408936,0.0,22.0,11.584071159362791,3.515022754669189,1,0.2760067284107208,0.2640842795372009,0.2442527860403061,0.48491036891937256,0.3120388984680176,0.3618510067462921
angola_2011_00-125,angola,2011.0,1.383258819580078,1.0,37.0,-17.069589614868164,15.705330848693848,0,0.04953470826148987,0.2896873652935028,0.22261668741703033,0.059660423547029495,0.09934905916452408,0.3864147365093231
cameroon_2011_00-223,cameroon,2011.0,-0.2687170207500458,0.0,27.0,6.056517124176025,10.460515975952148,0,0.25907742977142334,0.3710049092769623,0.35442042350769043,0.6569193601608276,0.4418978989124298,0.49405282735824585
malawi_2014_00-111,malawi,2014.0,-0.432599663734436,0.0,25.0,-15.886661529541016,35.135128021240234,0,0.3648729920387268,0.18107827007770538,0.3242955803871155,0.05228950083255768,0.23692210018634796,0.14793661236763
ethiopia_2010_00-5,ethiopia,2010.0,-1.042003154754639,0.0,27.0,10.274364471435549,34.932796478271484,1,0.6944524049758911,0.4069151282310486,0.6287306547164917,0.6569193601608276,0.36987045407295227,0.503536581993103
zambia_2013_00-455,zambia,2013.0,1.958004117012024,1.0,25.0,-14.467830657958984,28.459232330322266,0,0.04538818448781967,0.1423836201429367,0.15877537429332733,0.01690346747636795,0.04319112375378609,0.22645989060401917
benin_2012_00-493,benin,2012.0,-0.3364224731922149,0.0,24.0,6.609157562255859,1.6326767206192017,0,0.21998046338558197,0.32675865292549133,0.24172110855579376,0.12530377507209778,0.23075327277183533,0.35736918449401855
uganda_2011_00-249,uganda,2011.0,-1.052656888961792,0.0,23.0,3.630393028259277,33.91653060913086,1,0.5015203356742859,0.757917046546936,0.25984716415405273,0.6569193601608276,0.5127825140953064,0.5126040577888489
ethiopia_2010_00-280,ethiopia,2010.0,-0.9933491945266724,0.0,29.0,13.182537078857422,39.36835479736328,1,0.4694724678993225,0.32315075397491455,0.44930773973464966,0.6569193601608276,0.44093209505081177,0.20841559767723083
kenya_2015_00-49,kenya,2015.0,0.7214825749397278,1.0,27.0,-4.292095184326172,39.54676055908203,0,0.012770647183060646,0.14793841540813446,0.17452146112918854,0.06423226743936539,0.2066388875246048,0.08855294436216354
uganda_2009_00-75,uganda,2009.0,-0.7915853261947632,0.0,26.0,0.992506980895996,34.252525329589844,1,0.5330995917320251,0.6244227886199951,0.509675145149231,0.6569193601608276,0.6209715008735657,0.49883827567100525
mozambique_2009_00-119,mozambique,2009.0,0.8173986077308655,1.0,22.0,-25.008529663085938,33.127281188964844,0,0.09207455068826675,0.10106901824474335,0.29995107650756836,0.029125502333045006,0.16510440409183502,0.19168035686016083
mali_2012_00-323,mali,2012.0,-0.1145984679460525,0.0,24.0,14.53998565673828,-4.044672012329102,0,0.11216118931770325,0.05633695051074028,0.19619207084178925,0.07841876149177551,0.016185922548174858,0.054936423897743225
ethiopia_2016_10-40,ethiopia,2016.0,-0.8592495322227478,0.0,24.0,7.63430118560791,39.484474182128906,1,0.3458973169326782,0.5132197737693787,0.3040807545185089,0.08856071531772614,0.3180661201477051,0.3739994168281555
mozambique_2011_00-578,mozambique,2011.0,1.9951858520507808,1.0,20.0,-25.924854278564453,32.61013412475586,0,0.011109129525721073,0.023772409185767174,0.09300899505615234,0.03724753111600876,0.007835159078240395,0.030025655403733253
rwanda_2014_00-184,rwanda,2014.0,-0.4815963804721832,0.0,26.0,-1.9151029586791992,30.331687927246094,0,0.3042580783367157,0.6633320450782776,0.5083059668540955,0.289962500333786,0.7298752069473267,0.3289168179035187
uganda_2011_00-189,uganda,2011.0,-0.3983078896999359,0.0,18.0,0.9007539749145508,33.940025329589844,0,0.4860542416572571,0.4058937728404999,0.3102291524410248,0.6569193601608276,0.4550897181034088,0.3823000192642212
benin_2012_00-200,benin,2012.0,-0.437010258436203,0.0,24.0,10.070585250854492,2.685784101486206,0,0.3771201968193054,0.3664674460887909,0.19118450582027435,0.23223435878753662,0.21880698204040527,0.3026067018508911
kenya_2014_13-34,kenya,2014.0,-0.39101442694664,0.0,23.0,-2.178420066833496,37.96767425537109,0,0.3932543694972992,0.4841451644897461,0.18561723828315735,0.3491981327533722,0.3177342414855957,0.3141845166683197
tanzania_2015_00-98,tanzania,2015.0,-0.4669722616672516,0.0,19.0,-6.939022064208984,37.61325454711914,0,0.7645036578178406,0.5580852031707764,0.3128795027732849,0.1164536103606224,0.8198624849319458,0.5031546354293823
ethiopia_2010_00-325,ethiopia,2010.0,-0.8467589020729065,0.0,30.0,11.23781967163086,39.43278503417969,1,0.5205351114273071,0.48474907875061035,0.7164705395698547,0.6569193601608276,0.575111448764801,0.5332747101783752
malawi_2015_00-822,malawi,2015.0,-0.495276927947998,0.0,31.0,-13.9056978225708,33.2025260925293,1,0.287984699010849,0.17552880942821503,0.16757690906524658,0.12406602501869202,0.1776360124349594,0.062208425253629684
sierra_leone_2013_00-225,sierra_leone,2013.0,0.8880900144577026,1.0,30.0,7.963272094726562,-11.73249626159668,0,0.13964791595935822,0.1737491339445114,0.2616243064403534,0.033555373549461365,0.3111194372177124,0.15726692974567413
mozambique_2011_00-131,mozambique,2011.0,-0.8289889097213745,0.0,25.0,-13.973241806030272,40.23160171508789,1,0.11642328649759293,0.37599438428878784,0.45496517419815063,0.6569193601608276,0.46288400888442993,0.3022489845752716
tanzania_2015_00-354,tanzania,2015.0,-0.5218892693519592,0.0,22.0,-3.657231092453003,32.61602020263672,1,0.5215932130813599,0.6870411038398743,0.22739611566066742,0.2418791800737381,0.4101029634475708,0.48857057094573975
tanzania_2015_00-157,tanzania,2015.0,1.198836088180542,1.0,18.0,-6.886579990386963,39.226470947265625,0,0.004970037378370762,0.13032320141792297,0.17585240304470062,0.08344832062721252,0.02422606758773327,0.11294502764940262
angola_2015_00-159,angola,2015.0,0.7618786692619324,1.0,22.0,-6.136622905731201,12.37994384765625,0,0.17763806879520416,0.29812872409820557,0.20131145417690277,0.07739239931106567,0.38955214619636536,0.23920173943042755
lesotho_2009_00-383,lesotho,2009.0,-0.1843854784965515,0.0,20.0,-29.249914169311523,27.794677734375,0,0.33694222569465637,0.30347388982772827,0.1284530758857727,0.6569193601608276,0.25271713733673096,0.33157533407211304
malawi_2010_00-549,malawi,2010.0,-0.2485351711511612,1.0,19.0,-11.891042709350586,33.595455169677734,0,0.07449657469987869,0.3152313232421875,0.4254666268825531,0.018541323021054268,0.2625616490840912,0.3517487347126007
malawi_2015_00-258,malawi,2015.0,-0.4431398212909698,0.0,31.0,-14.794551849365234,35.106285095214844,0,0.634254515171051,0.6438603401184082,0.5153779983520508,0.38651928305625916,0.6528820395469666,0.7033349275588989
nigeria_2010_00-32,nigeria,2010.0,-0.7718853950500488,0.0,26.0,10.236502647399902,6.85339879989624,1,0.3074578642845154,0.2025207281112671,0.26823359727859497,0.6569193601608276,0.36353325843811035,0.22254353761672974
mali_2012_00-305,mali,2012.0,-0.2772698998451233,0.0,26.0,13.120156288146973,-5.043677806854248,0,0.16845306754112244,0.4489014148712158,0.35067442059516907,0.20692935585975647,0.2657327353954315,0.48873576521873474
ghana_2016_00-114,ghana,2016.0,1.6909747123718262,1.0,29.0,6.706550121307373,-1.62193500995636,0,0.031242595985531807,0.07101482152938843,0.12810824811458588,0.07769718021154404,0.08632998168468475,0.05444202944636345
ethiopia_2010_00-68,ethiopia,2010.0,-1.2009594440460205,0.0,25.0,9.534667015075684,40.12901306152344,1,0.13868661224842072,0.658790111541748,0.29342156648635864,0.6569193601608276,0.47526103258132935,0.45605671405792236
tanzania_2015_00-164,tanzania,2015.0,0.4672308266162872,0.0,20.0,-10.307358741760254,39.29937744140625,0,0.10283705592155457,0.2508823275566101,0.22674112021923065,0.10355076193809509,0.2238137125968933,0.2003602236509323
tanzania_2015_00-156,tanzania,2015.0,0.7710593342781067,1.0,19.0,-6.919548988342285,39.23509216308594,0,0.02370562218129635,0.18939527869224548,0.2624140977859497,0.10569527745246887,0.296836256980896,0.12209399789571762
ghana_2014_00-393,ghana,2014.0,0.5489547848701477,0.0,31.0,6.529877185821533,0.6959080100059509,0,0.09889654070138931,0.2091526985168457,0.4983885586261749,0.03728015720844269,0.2264062762260437,0.21364974975585938
malawi_2015_00-48,malawi,2015.0,0.0118084130808711,0.0,31.0,-13.294065475463867,33.51787185668945,0,0.4256881773471832,0.4026222229003906,0.3076019585132599,0.0830797627568245,0.24721400439739227,0.31243714690208435
ethiopia_2016_01-47,ethiopia,2016.0,-0.9549490809440612,0.0,28.0,8.211901664733887,34.45101547241211,1,0.6215786337852478,0.35795676708221436,0.10475058853626251,0.4715539515018463,0.3541802763938904,0.39494743943214417
guinea_2012_00-152,guinea,2012.0,-0.6730514168739319,0.0,24.0,12.04720973968506,-10.274078369140623,1,0.3949683606624603,0.4579954445362091,0.3277614414691925,0.20759788155555725,0.3098073899745941,0.3807630240917206
malawi_2010_00-343,malawi,2010.0,-0.6004894375801086,0.0,34.0,-12.839113235473633,33.361698150634766,1,0.5288777947425842,0.5012964010238647,0.5827824473381042,0.6569193601608276,0.268424928188324,0.5620123147964478
nigeria_2013_00-127,nigeria,2013.0,0.0016662813723087,0.0,44.0,9.369888305664062,6.388319969177246,0,0.42564108967781067,0.2578776180744171,0.33621665835380554,0.12189588695764542,0.2933826148509979,0.18366412818431854
nigeria_2013_00-134,nigeria,2013.0,0.1645136177539825,0.0,43.0,9.608769416809082,7.300629138946533,0,0.49020320177078247,0.4778057336807251,0.3222798705101013,0.2933419644832611,0.47299501299858093,0.5412230491638184
sierra_leone_2013_00-105,sierra_leone,2013.0,-0.1838479787111282,1.0,30.0,7.612937927246094,-12.181282997131348,0,0.16301292181015015,0.2458662986755371,0.20137156546115875,0.35979533195495605,0.35442909598350525,0.3594396710395813
rwanda_2010_00-50,rwanda,2010.0,-0.7591714859008789,0.0,26.0,-1.7356480360031128,30.350217819213867,1,0.5629865527153015,0.13975411653518677,0.35212472081184387,0.6569193601608276,0.24951136112213135,0.43581870198249817
nigeria_2013_00-282,nigeria,2013.0,-0.3826536834239959,0.0,39.0,11.674962997436523,11.783268928527832,0,0.5046141147613525,0.5596488118171692,0.2625516355037689,0.31911396980285645,0.17548632621765137,0.42226216197013855
senegal_2010_00-109,senegal,2010.0,-0.469901293516159,0.0,21.0,12.543712615966797,-15.473644256591797,0,0.36541441082954407,0.3236100673675537,0.5272872447967529,0.6569193601608276,0.22642916440963745,0.21229209005832672
zambia_2013_00-142,zambia,2013.0,0.0762189924716949,1.0,22.0,-13.61662769317627,29.421255111694336,0,0.08431891351938248,0.1771620661020279,0.2441634088754654,0.03905641660094261,0.13002270460128784,0.09002933651208878
angola_2015_00-12,angola,2015.0,-0.9237287044525146,0.0,26.0,-9.096903800964355,15.741175651550291,1,0.6124590635299683,0.31197670102119446,0.1783932000398636,0.3863820731639862,0.1963212639093399,0.4450056850910187
tanzania_2011_00-268,tanzania,2011.0,-0.7191175222396851,0.0,17.0,-3.680367946624756,33.34169006347656,1,0.25367218255996704,0.3182747960090637,0.3781452775001526,0.21102821826934814,0.36798080801963806,0.3266008496284485
mozambique_2011_00-95,mozambique,2011.0,-0.768172562122345,0.0,25.0,-13.508395195007324,38.91621780395508,1,0.4146517813205719,0.3399297595024109,0.533815324306488,0.6569193601608276,0.44280925393104553,0.23815856873989105
lesotho_2014_00-213,lesotho,2014.0,-0.4133090078830719,0.0,24.0,-29.685747146606445,28.35546875,0,0.5563099384307861,0.6336644291877747,0.7718079686164856,0.2518883943557739,0.586058497428894,0.6566125154495239
cote_d_ivoire_2012_00-340,cote_d_ivoire,2012.0,1.1544930934906006,1.0,27.0,7.695010185241699,-5.03400182723999,0,0.022277990356087685,0.06486266106367111,0.19181180000305176,0.0494045726954937,0.11056075245141983,0.052755169570446014
tanzania_2011_00-345,tanzania,2011.0,0.7358809113502502,0.0,16.0,-6.440165042877197,39.48348236083984,0,0.07208266109228134,0.3018479347229004,0.27308890223503113,0.29715651273727417,0.25964704155921936,0.4402081370353699
nigeria_2015_00-210,nigeria,2015.0,0.8491032123565674,0.0,21.0,6.506587028503418,5.794219017028809,0,0.29605719447135925,0.3771277964115143,0.2112584412097931,0.35576045513153076,0.1950618028640747,0.2866557538509369
cote_d_ivoire_2012_00-135,cote_d_ivoire,2012.0,1.4587233066558838,1.0,23.0,5.421474933624268,-4.021337032318115,0,0.007133748382329941,0.06505629420280457,0.16878803074359894,0.11638878285884857,0.13104382157325745,0.08345472067594528
tanzania_2015_00-564,tanzania,2015.0,1.489750862121582,1.0,22.0,-6.200980186462402,39.24402618408203,0,0.03608650714159012,0.06490930914878845,0.12097551673650742,0.05596933513879776,0.04324037954211235,0.03288724645972252
zambia_2013_00-528,zambia,2013.0,0.691947340965271,1.0,21.0,-12.188743591308594,26.39485549926757,0,0.08784103393554688,0.07296251505613327,0.1110510528087616,0.04717804491519928,0.10553523898124695,0.022341053932905197
sierra_leone_2013_00-342,sierra_leone,2013.0,0.1018698960542678,1.0,30.0,8.318839073181152,-13.07141399383545,0,0.1793609857559204,0.25645530223846436,0.2396162897348404,0.1034502238035202,0.1414264291524887,0.1772153079509735
lesotho_2014_00-142,lesotho,2014.0,1.16737961769104,1.0,23.0,-29.807626724243164,27.22749328613281,0,0.047020986676216125,0.008000466041266918,0.15186628699302673,0.035691481083631516,0.022462569177150726,0.009669672697782516
uganda_2011_00-390,uganda,2011.0,-0.6336957812309265,0.0,23.0,0.1330520063638687,30.573347091674805,1,0.2073429524898529,0.3694778382778168,0.33896735310554504,0.6569193601608276,0.29565057158470154,0.5322882533073425
senegal_2010_00-25,senegal,2010.0,-0.4984470009803772,0.0,18.0,13.380351066589355,-13.34934425354004,1,0.41174638271331787,0.35188648104667664,0.36897343397140503,0.6569193601608276,0.5445978045463562,0.4306716322898865
mozambique_2011_00-277,mozambique,2011.0,0.4882142245769501,1.0,20.0,-19.09603881835937,33.493202209472656,0,0.09974084794521332,0.3570738136768341,0.06672684103250504,0.03454558178782463,0.33392205834388733,0.20614464581012726
benin_2012_00-479,benin,2012.0,1.368244767189026,1.0,24.0,6.350532054901123,2.3674633502960205,0,0.09356432408094406,0.09678400307893753,0.1972043216228485,0.056307997554540634,0.09036236256361008,0.15618304908275604
kenya_2014_02-39,kenya,2014.0,1.4747841358184814,1.0,18.0,-0.487278014421463,37.27072525024414,0,0.18380652368068695,0.3056689500808716,0.252804160118103,0.10586660355329514,0.48322734236717224,0.2148151695728302
ghana_2016_00-78,ghana,2016.0,0.5287465453147888,1.0,30.0,8.494269371032715,0.292055994272232,0,0.15912044048309326,0.1219644844532013,0.2627478241920471,0.043718501925468445,0.23723618686199188,0.14437423646450043
nigeria_2010_00-220,nigeria,2010.0,1.2174988985061646,1.0,18.0,6.948732852935791,3.91216492652893,0,0.0652671530842781,0.3568420112133026,0.12490202486515045,0.032493043690919876,0.24649478495121002,0.10592277348041534
angola_2015_00-181,angola,2015.0,-0.3019802570343017,1.0,26.0,-9.683938026428224,20.393701553344727,0,0.005157711915671825,0.04778606817126274,0.01200868096202612,0.08002101629972458,0.0675470158457756,0.11607746034860611
zimbabwe_2010_00-281,zimbabwe,2010.0,-0.4676259458065033,0.0,28.0,-19.68400764465332,28.06241798400879,0,0.3592061996459961,0.3966606557369232,0.2872886657714844,0.6569193601608276,0.08227609843015671,0.31103745102882385
nigeria_2013_00-331,nigeria,2013.0,-0.6110803484916687,0.0,44.0,10.432694435119627,8.235795974731445,1,0.543292224407196,0.5423458218574524,0.37259724736213684,0.4456624388694763,0.4261166453361511,0.6612135767936707
rwanda_2014_00-199,rwanda,2014.0,-0.525766134262085,0.0,26.0,-2.094383001327514,29.89580535888672,1,0.5003611445426941,0.5068525671958923,0.3696427643299103,0.1836564987897873,0.71744704246521,0.7260436415672302
kenya_2014_03-22,kenya,2014.0,0.0123534295707941,0.0,25.0,-0.9055280089378356,37.06851959228516,0,0.5567131042480469,0.5717743635177612,0.423683762550354,0.1897469311952591,0.3527889847755432,0.5356529951095581
nigeria_2013_00-526,nigeria,2013.0,-0.6313769221305847,0.0,41.0,6.166097164154053,7.953141212463379,1,0.3738762438297272,0.3823700249195099,0.4383256435394287,0.23912547528743744,0.35285937786102295,0.4779878258705139
ethiopia_2016_03-44,ethiopia,2016.0,-0.5342890024185181,0.0,28.0,8.159209251403809,38.18938827514648,1,0.37859129905700684,0.7017629742622375,0.6096590757369995,0.20926418900489807,0.4856516718864441,0.5280559659004211
kenya_2014_18-17,kenya,2014.0,-0.6249160170555115,0.0,24.0,-0.433881014585495,34.72335433959961,1,0.365604966878891,0.12742790579795837,0.3369053602218628,0.424262672662735,0.12229090183973312,0.23717372119426727
nigeria_2015_00-289,nigeria,2015.0,0.78819340467453,0.0,25.0,5.122879981994629,6.465567111968994,0,0.24902871251106262,0.2338801622390747,0.22986166179180145,0.060609761625528336,0.14665313065052032,0.23869526386260986
ethiopia_2010_00-567,ethiopia,2010.0,-1.0916748046875,0.0,25.0,9.24462604522705,42.977420806884766,1,0.5231599807739258,0.7207973599433899,0.27093589305877686,0.6569193601608276,0.5125138759613037,0.5936337113380432
lesotho_2014_00-112,lesotho,2014.0,-0.0563873797655105,0.0,24.0,-29.58749008178711,28.72355842590332,0,0.43867525458335876,0.2870723307132721,0.3212699890136719,0.1735658198595047,0.27178189158439636,0.32942700386047363
angola_2015_00-251,angola,2015.0,0.1429918855428695,0.0,23.0,-8.103137016296387,20.849830627441406,0,0.2659059166908264,0.15785540640354156,0.3768421709537506,0.23234736919403076,0.24235527217388153,0.15989439189434052
nigeria_2015_00-214,nigeria,2015.0,0.4804056584835052,1.0,18.0,6.3364458084106445,6.99273681640625,0,0.2122373878955841,0.07438770681619644,0.30822890996932983,0.2154904305934906,0.37205857038497925,0.10068114846944809
angola_2015_00-210,angola,2015.0,-0.6229737401008606,0.0,24.0,-7.2276129722595215,15.793234825134276,1,0.7117642164230347,0.37321868538856506,0.2811641991138458,0.25292354822158813,0.5842568278312683,0.5395397543907166
tanzania_2011_00-291,tanzania,2011.0,0.3962836265563965,1.0,17.0,-3.3322908878326416,35.67997360229492,0,0.19229747354984283,0.30366915464401245,0.5663433074951172,0.04169526323676109,0.41637107729911804,0.17684698104858398
ethiopia_2010_00-141,ethiopia,2010.0,-1.114794373512268,0.0,30.0,10.35724639892578,36.20701599121094,1,0.45635291934013367,0.7306738495826721,0.47267112135887146,0.6569193601608276,0.5403056740760803,0.8330425024032593
lesotho_2014_00-367,lesotho,2014.0,-0.1502150297164917,0.0,25.0,-29.20464515686035,29.09635734558105,0,0.28460055589675903,0.6004311442375183,0.7436026930809021,0.5259253978729248,0.7082768678665161,0.7301796078681946
mozambique_2009_00-108,mozambique,2009.0,-0.9529412388801576,0.0,24.0,-18.653139114379883,36.05485153198242,1,0.7023788094520569,0.26501399278640747,0.5142210721969604,0.6569193601608276,0.32723990082740784,0.3132763206958771
tanzania_2010_00-384,tanzania,2010.0,-0.7531493306159973,0.0,20.0,-5.452651023864746,39.6506462097168,1,0.38548505306243896,0.19448471069335938,0.2817365825176239,0.6569193601608276,0.331887811422348,0.2574062645435333
uganda_2011_00-117,uganda,2011.0,-0.5903967022895813,0.0,18.0,0.4242129921913147,33.009498596191406,1,0.7711118459701538,0.24606913328170776,0.40176329016685486,0.20168490707874298,0.09005355834960938,0.2297564446926117
malawi_2015_00-567,malawi,2015.0,-0.533855676651001,0.0,31.0,-16.202028274536133,35.017826080322266,1,0.6190359592437744,0.5746901035308838,0.37377896904945374,0.1884513795375824,0.47242483496665955,0.39471665024757385
angola_2015_00-618,angola,2015.0,0.298785537481308,1.0,22.0,-7.364602088928223,20.8072452545166,0,0.33433303236961365,0.2737981677055359,0.1761796921491623,0.041789133101701736,0.39215460419654846,0.07501350343227386
tanzania_2015_00-66,tanzania,2015.0,-0.5928224921226501,0.0,22.0,-4.831559181213379,38.22146987915039,1,0.1618676483631134,0.39618393778800964,0.38701507449150085,0.10347086191177368,0.22254647314548492,0.20083041489124298
nigeria_2013_00-42,nigeria,2013.0,1.5027252435684204,0.0,42.0,8.946452140808105,7.064910888671875,0,0.12833982706069946,0.23702415823936462,0.22975170612335205,0.05346035584807396,0.08635419607162476,0.14263485372066498
nigeria_2013_00-561,nigeria,2013.0,0.7344828248023987,1.0,45.0,6.781006813049316,7.426636219024658,0,0.07526972889900208,0.14936615526676178,0.22963297367095947,0.09408170729875565,0.026050278916954994,0.0827886313199997
