index,country,year,wealth_index,is_urban,households,latitude,longitude,is_poorest
malawi_2010_00-343,malawi,2010.0,-0.6004894375801086,0.0,34.0,-12.839113235473633,33.361698150634766,1
nigeria_2013_00-127,nigeria,2013.0,0.0016662813723087,0.0,44.0,9.369888305664062,6.388319969177246,0
nigeria_2013_00-134,nigeria,2013.0,0.1645136177539825,0.0,43.0,9.608769416809082,7.300629138946533,0
sierra_leone_2013_00-105,sierra_leone,2013.0,-0.1838479787111282,1.0,30.0,7.612937927246094,-12.181282997131348,0
rwanda_2010_00-50,rwanda,2010.0,-0.7591714859008789,0.0,26.0,-1.7356480360031128,30.350217819213867,1
nigeria_2013_00-282,nigeria,2013.0,-0.3826536834239959,0.0,39.0,11.674962997436523,11.783268928527832,0
senegal_2010_00-109,senegal,2010.0,-0.469901293516159,0.0,21.0,12.543712615966797,-15.473644256591797,0
zambia_2013_00-142,zambia,2013.0,0.0762189924716949,1.0,22.0,-13.61662769317627,29.421255111694336,0
angola_2015_00-12,angola,2015.0,-0.9237287044525146,0.0,26.0,-9.096903800964355,15.741175651550291,1
tanzania_2011_00-268,tanzania,2011.0,-0.7191175222396851,0.0,17.0,-3.680367946624756,33.34169006347656,1
mozambique_2011_00-95,mozambique,2011.0,-0.768172562122345,0.0,25.0,-13.508395195007324,38.91621780395508,1
lesotho_2014_00-213,lesotho,2014.0,-0.4133090078830719,0.0,24.0,-29.685747146606445,28.35546875,0
cote_d_ivoire_2012_00-340,cote_d_ivoire,2012.0,1.1544930934906006,1.0,27.0,7.695010185241699,-5.03400182723999,0
tanzania_2011_00-345,tanzania,2011.0,0.7358809113502502,0.0,16.0,-6.440165042877197,39.48348236083984,0
nigeria_2015_00-210,nigeria,2015.0,0.8491032123565674,0.0,21.0,6.506587028503418,5.794219017028809,0
cote_d_ivoire_2012_00-135,cote_d_ivoire,2012.0,1.4587233066558838,1.0,23.0,5.421474933624268,-4.021337032318115,0
tanzania_2015_00-564,tanzania,2015.0,1.489750862121582,1.0,22.0,-6.200980186462402,39.24402618408203,0
zambia_2013_00-528,zambia,2013.0,0.691947340965271,1.0,21.0,-12.188743591308594,26.394855499267575,0
sierra_leone_2013_00-342,sierra_leone,2013.0,0.1018698960542678,1.0,30.0,8.318839073181152,-13.07141399383545,0
lesotho_2014_00-142,lesotho,2014.0,1.16737961769104,1.0,23.0,-29.807626724243164,27.22749328613281,0
uganda_2011_00-390,uganda,2011.0,-0.6336957812309265,0.0,23.0,0.1330520063638687,30.573347091674805,1
senegal_2010_00-25,senegal,2010.0,-0.4984470009803772,0.0,18.0,13.380351066589355,-13.34934425354004,1
mozambique_2011_00-277,mozambique,2011.0,0.4882142245769501,1.0,20.0,-19.09603881835937,33.493202209472656,0
benin_2012_00-479,benin,2012.0,1.368244767189026,1.0,24.0,6.350532054901123,2.3674633502960205,0
kenya_2014_02-39,kenya,2014.0,1.4747841358184814,1.0,18.0,-0.487278014421463,37.27072525024414,0
ghana_2016_00-78,ghana,2016.0,0.5287465453147888,1.0,30.0,8.494269371032715,0.292055994272232,0
nigeria_2010_00-220,nigeria,2010.0,1.2174988985061646,1.0,18.0,6.948732852935791,3.91216492652893,0
angola_2015_00-181,angola,2015.0,-0.3019802570343017,1.0,26.0,-9.683938026428224,20.393701553344727,0
zimbabwe_2010_00-281,zimbabwe,2010.0,-0.4676259458065033,0.0,28.0,-19.68400764465332,28.06241798400879,0
nigeria_2013_00-331,nigeria,2013.0,-0.6110803484916687,0.0,44.0,10.432694435119627,8.235795974731445,1
rwanda_2014_00-199,rwanda,2014.0,-0.525766134262085,0.0,26.0,-2.094383001327514,29.89580535888672,1
kenya_2014_03-22,kenya,2014.0,0.0123534295707941,0.0,25.0,-0.9055280089378356,37.06851959228516,0
nigeria_2013_00-526,nigeria,2013.0,-0.6313769221305847,0.0,41.0,6.166097164154053,7.953141212463379,1
ethiopia_2016_03-44,ethiopia,2016.0,-0.5342890024185181,0.0,28.0,8.159209251403809,38.18938827514648,1
kenya_2014_18-17,kenya,2014.0,-0.6249160170555115,0.0,24.0,-0.433881014585495,34.72335433959961,1
nigeria_2015_00-289,nigeria,2015.0,0.78819340467453,0.0,25.0,5.122879981994629,6.465567111968994,0
ethiopia_2010_00-567,ethiopia,2010.0,-1.0916748046875,0.0,25.0,9.24462604522705,42.977420806884766,1
lesotho_2014_00-112,lesotho,2014.0,-0.0563873797655105,0.0,24.0,-29.58749008178711,28.72355842590332,0
angola_2015_00-251,angola,2015.0,0.1429918855428695,0.0,23.0,-8.103137016296387,20.849830627441406,0
nigeria_2015_00-214,nigeria,2015.0,0.4804056584835052,1.0,18.0,6.3364458084106445,6.99273681640625,0
angola_2015_00-210,angola,2015.0,-0.6229737401008606,0.0,24.0,-7.2276129722595215,15.793234825134276,1
tanzania_2011_00-291,tanzania,2011.0,0.3962836265563965,1.0,17.0,-3.3322908878326416,35.67997360229492,0
ethiopia_2010_00-141,ethiopia,2010.0,-1.114794373512268,0.0,30.0,10.35724639892578,36.20701599121094,1
lesotho_2014_00-367,lesotho,2014.0,-0.1502150297164917,0.0,25.0,-29.20464515686035,29.09635734558105,0
mozambique_2009_00-108,mozambique,2009.0,-0.9529412388801576,0.0,24.0,-18.653139114379883,36.05485153198242,1
tanzania_2010_00-384,tanzania,2010.0,-0.7531493306159973,0.0,20.0,-5.452651023864746,39.6506462097168,1
uganda_2011_00-117,uganda,2011.0,-0.5903967022895813,0.0,18.0,0.4242129921913147,33.009498596191406,1
malawi_2015_00-567,malawi,2015.0,-0.533855676651001,0.0,31.0,-16.202028274536133,35.017826080322266,1
angola_2015_00-618,angola,2015.0,0.298785537481308,1.0,22.0,-7.364602088928223,20.8072452545166,0
tanzania_2015_00-66,tanzania,2015.0,-0.5928224921226501,0.0,22.0,-4.831559181213379,38.22146987915039,1
nigeria_2013_00-42,nigeria,2013.0,1.5027252435684204,0.0,42.0,8.946452140808105,7.064910888671875,0
nigeria_2013_00-561,nigeria,2013.0,0.7344828248023987,1.0,45.0,6.781006813049316,7.426636219024658,0
mozambique_2011_00-159,mozambique,2011.0,-0.1831912100315094,0.0,25.0,-15.048845291137695,39.11327362060547,0
nigeria_2013_00-494,nigeria,2013.0,0.4253594279289245,0.0,45.0,5.563078880310059,7.847085952758789,0
burkina_faso_2010_00-483,burkina_faso,2010.0,-0.1587323993444442,0.0,26.0,11.834549903869627,-0.6930990219116211,0
kenya_2014_05-20,kenya,2014.0,0.0959394127130508,1.0,22.0,-4.1508870124816895,39.47183990478516,0
nigeria_2010_00-221,nigeria,2010.0,1.2750492095947266,0.0,25.0,7.391938209533691,5.705310821533203,0
zambia_2013_00-679,zambia,2013.0,1.6576358079910278,1.0,26.0,-13.005327224731444,28.62777328491211,0
kenya_2014_10-23,kenya,2014.0,-0.0511548817157745,0.0,24.0,0.2225960046052932,37.66838836669922,0
angola_2015_00-171,angola,2015.0,-0.6813088059425354,0.0,26.0,-13.619157791137695,14.68723487854004,1
ethiopia_2010_00-287,ethiopia,2010.0,-0.8436456322669983,0.0,28.0,10.301873207092283,34.59592819213867,1
sierra_leone_2013_00-295,sierra_leone,2013.0,-0.7415323257446289,0.0,29.0,7.83792781829834,-10.826249122619627,1
tanzania_2010_00-113,tanzania,2010.0,0.7662034034729004,1.0,14.0,-6.645913124084473,39.19501495361328,0
mozambique_2011_00-442,mozambique,2011.0,-0.2168172597885131,0.0,25.0,-24.827129364013672,33.21796417236328,0
nigeria_2013_00-255,nigeria,2013.0,0.0507718920707702,0.0,43.0,7.94556713104248,10.657740592956545,0
malawi_2010_00-819,malawi,2010.0,-0.65959632396698,0.0,34.0,-14.755326271057127,34.89375305175781,1
kenya_2014_09-41,kenya,2014.0,-0.3854555487632751,0.0,24.0,-0.0022799998987466,37.79845428466797,0
tanzania_2010_00-135,tanzania,2010.0,-0.8634459972381592,0.0,22.0,-8.706168174743652,38.82941055297852,1
nigeria_2013_00-435,nigeria,2013.0,-0.2052585929632187,1.0,45.0,13.738739013671877,5.289667129516602,0
malawi_2015_00-717,malawi,2015.0,1.1926169395446775,1.0,28.0,-15.829132080078123,35.00453567504883,0
rwanda_2010_00-366,rwanda,2010.0,-0.8389402031898499,0.0,21.0,-2.3880600929260254,29.258739471435547,1
senegal_2010_00-297,senegal,2010.0,-0.5401945114135742,0.0,18.0,12.909822463989258,-11.759010314941406,1
mozambique_2011_00-577,mozambique,2011.0,1.9069525003433228,1.0,20.0,-25.910852432250977,32.60518264770508,0
cameroon_2011_00-560,cameroon,2011.0,0.3518602252006531,1.0,22.0,6.506637096405029,14.282679557800291,0
burkina_faso_2010_00-46,burkina_faso,2010.0,1.7823407649993896,1.0,25.0,12.371033668518066,-1.5021719932556152,0
malawi_2010_00-499,malawi,2010.0,-0.7763892412185669,0.0,29.0,-13.433703422546388,34.11811065673828,1
togo_2013_00-7,togo,2013.0,-0.3607153296470642,0.0,30.0,10.65232753753662,0.2541519999504089,0
mozambique_2011_00-459,mozambique,2011.0,-0.4230585694313049,0.0,25.0,-24.756999969482425,33.12770080566406,0
lesotho_2009_00-13,lesotho,2009.0,-0.0249650571495294,0.0,24.0,-28.630210876464844,28.45503807067871,0
guinea_2012_00-148,guinea,2012.0,1.7627387046813965,1.0,22.0,9.641175270080566,-13.612316131591797,0
senegal_2010_00-138,senegal,2010.0,0.3300515711307525,0.0,19.0,13.81623363494873,-13.963659286499023,0
zimbabwe_2010_00-134,zimbabwe,2010.0,-0.1807775050401687,0.0,26.0,-19.903369903564453,28.556856155395508,0
rwanda_2010_00-420,rwanda,2010.0,-0.7409811019897461,0.0,26.0,-2.136239051818848,30.6648063659668,1
mozambique_2011_00-158,mozambique,2011.0,-0.6093693971633911,0.0,25.0,-14.476428031921388,39.85824966430664,1
kenya_2014_18-10,kenya,2014.0,-0.293581485748291,1.0,21.0,-0.4141849875450134,34.59153366088867,0
nigeria_2013_00-156,nigeria,2013.0,0.6433671712875366,0.0,38.0,9.342510223388672,9.205836296081545,0
nigeria_2013_00-188,nigeria,2013.0,-0.6624478101730347,0.0,42.0,11.751562118530272,10.80491065979004,1
angola_2015_00-93,angola,2015.0,1.4235376119613647,1.0,21.0,-7.617862224578857,15.02248764038086,0
mozambique_2011_00-454,mozambique,2011.0,-0.6194871664047241,1.0,20.0,-22.197410583496094,31.64422416687012,1
kenya_2014_28-46,kenya,2014.0,-0.5805123448371887,0.0,24.0,0.3046480119228363,34.69278335571289,1
ghana_2014_00-128,ghana,2014.0,-0.3121839463710785,0.0,26.0,6.100357055664063,0.7623860239982605,0
tanzania_2010_00-179,tanzania,2010.0,-0.6095755100250244,0.0,22.0,-10.646635055541992,35.578880310058594,1
malawi_2015_00-784,malawi,2015.0,-0.5155091285705566,0.0,29.0,-16.13348960876465,34.896671295166016,1
democratic_republic_of_congo_2013_00-17,democratic_republic_of_congo,2013.0,0.1313985139131546,1.0,34.0,-5.062522888183594,18.8129825592041,0
zambia_2013_00-535,zambia,2013.0,0.2882812023162842,1.0,24.0,-9.305278778076172,32.75480270385742,0
sierra_leone_2013_00-106,sierra_leone,2013.0,0.0557643063366413,0.0,30.0,8.762030601501465,-11.885648727416992,0
mali_2015_00-35,mali,2015.0,0.1194337680935859,0.0,24.0,12.789196014404297,-7.253736972808838,0
cameroon_2011_00-25,cameroon,2011.0,-0.7594236135482788,0.0,26.0,5.702245235443115,9.99101734161377,1
nigeria_2013_00-851,nigeria,2013.0,0.9766464233398438,1.0,45.0,7.507132053375244,4.444925785064697,0
malawi_2015_00-207,malawi,2015.0,-0.4970015287399292,0.0,33.0,-14.326654434204102,34.33621597290039,1
zambia_2013_00-638,zambia,2013.0,0.0279787089675664,1.0,25.0,-12.963075637817385,28.663095474243164,0
malawi_2015_00-419,malawi,2015.0,-0.4314613342285156,0.0,33.0,-11.379742622375488,33.80179214477539,0
ethiopia_2010_00-88,ethiopia,2010.0,-1.079991340637207,0.0,30.0,9.220725059509276,42.13800048828125,1
zambia_2013_00-618,zambia,2013.0,-0.3426577746868133,0.0,20.0,-12.383990287780762,26.144775390625,0
benin_2012_00-75,benin,2012.0,-0.5160908102989197,0.0,24.0,10.841952323913574,1.011581540107727,1
malawi_2015_00-743,malawi,2015.0,-0.3482575118541717,0.0,33.0,-15.193001747131348,35.36042404174805,0
benin_2012_00-102,benin,2012.0,1.26298725605011,1.0,24.0,6.408624649047852,2.2925500869750977,0
guinea_2012_00-51,guinea,2012.0,-0.6311913132667542,0.0,24.0,10.353092193603516,-13.267136573791504,1
uganda_2009_00-108,uganda,2009.0,-0.6849587559700012,0.0,26.0,0.9324480295181274,30.714191436767575,1
mozambique_2011_00-118,mozambique,2011.0,-0.6909942626953125,0.0,25.0,-13.596339225769045,40.03889465332031,1
malawi_2015_00-844,malawi,2015.0,-0.506253719329834,0.0,33.0,-14.41812801361084,33.95709228515625,1
mozambique_2011_00-227,mozambique,2011.0,1.4378156661987305,1.0,20.0,-16.155532836914062,33.62858200073242,0
nigeria_2010_00-197,nigeria,2010.0,0.9705210328102112,1.0,26.0,4.745697975158691,6.8633527755737305,0
uganda_2011_00-329,uganda,2011.0,-0.506811797618866,0.0,22.0,0.5572280287742615,30.25948715209961,1
rwanda_2014_00-260,rwanda,2014.0,-0.5497242212295532,0.0,26.0,-2.44566011428833,29.466676712036133,1
tanzania_2011_00-114,tanzania,2011.0,-0.5797742605209351,0.0,16.0,-6.193357944488525,30.322174072265625,1
lesotho_2014_00-278,lesotho,2014.0,0.6725949645042419,1.0,24.0,-28.89756965637207,27.914216995239254,0
malawi_2010_00-631,malawi,2010.0,-0.6589835286140442,0.0,33.0,-12.43222427368164,34.05707550048828,1
tanzania_2011_00-134,tanzania,2011.0,-0.782027542591095,0.0,18.0,-5.988911151885986,34.99787521362305,1
angola_2015_00-586,angola,2015.0,1.3732658624649048,1.0,26.0,-9.667631149291992,20.396228790283203,0
ethiopia_2010_00-449,ethiopia,2010.0,-0.4200701415538788,0.0,30.0,7.192854881286621,38.19188690185547,0
lesotho_2009_00-135,lesotho,2009.0,-0.6975518465042114,0.0,21.0,-29.93629646301269,28.464563369750977,1
nigeria_2013_00-792,nigeria,2013.0,1.410635471343994,1.0,43.0,6.480618000030518,3.3378849029541016,0
nigeria_2010_00-44,nigeria,2010.0,0.1204817369580268,0.0,25.0,9.945493698120115,12.449660301208496,0
zambia_2013_00-695,zambia,2013.0,-0.0223571322858333,0.0,23.0,-14.409814834594728,30.985898971557617,0
tanzania_2011_00-507,tanzania,2011.0,-0.5305740237236023,0.0,17.0,-5.525090217590332,35.64191055297852,1
senegal_2012_00-86,senegal,2012.0,-0.3026394546031952,0.0,21.0,12.751566886901855,-11.927582740783691,0
lesotho_2009_00-254,lesotho,2009.0,-0.258786678314209,0.0,24.0,-28.72051048278809,28.35828018188477,0
tanzania_2011_00-523,tanzania,2011.0,-0.7845541834831238,0.0,18.0,-5.745560169219971,37.77063751220703,1
zambia_2013_00-41,zambia,2013.0,-0.1153199300169944,0.0,22.0,-13.296574592590332,28.45441055297852,0
sierra_leone_2013_00-396,sierra_leone,2013.0,-0.8463955521583557,0.0,30.0,7.627431869506836,-11.419480323791504,1
tanzania_2011_00-27,tanzania,2011.0,-0.584848165512085,0.0,17.0,-10.58266830444336,39.68063354492188,1
uganda_2009_00-131,uganda,2009.0,-0.6222404837608337,0.0,28.0,1.5399500131607056,34.01384735107422,1
democratic_republic_of_congo_2013_00-91,democratic_republic_of_congo,2013.0,0.7817771434783936,1.0,34.0,-4.371510028839111,15.490642547607422,0
senegal_2010_00-80,senegal,2010.0,1.3589423894882202,1.0,20.0,14.760836601257324,-17.06232452392578,0
senegal_2012_00-42,senegal,2012.0,1.0922012329101562,0.0,22.0,14.077906608581545,-16.438312530517578,0
mali_2012_00-11,mali,2012.0,-0.1865603923797607,0.0,26.0,14.42626667022705,-10.951576232910156,0
guinea_2012_00-58,guinea,2012.0,-0.7498061060905457,0.0,24.0,11.888317108154297,-13.105052947998049,1
mozambique_2011_00-296,mozambique,2011.0,-0.4962868094444275,0.0,25.0,-18.851852416992188,33.45106506347656,1
kenya_2014_23-20,kenya,2014.0,1.0397007465362549,1.0,19.0,0.5527399778366089,35.30466842651367,0
lesotho_2014_00-203,lesotho,2014.0,1.142244577407837,1.0,25.0,-30.15986633300781,27.466466903686523,0
tanzania_2010_00-157,tanzania,2010.0,-0.9287011623382568,0.0,19.0,-10.655266761779783,38.63905334472656,1
tanzania_2015_00-568,tanzania,2015.0,1.317865014076233,0.0,21.0,-6.203944206237793,39.24575805664063,0
ethiopia_2016_08-4,ethiopia,2016.0,-1.1436643600463867,0.0,25.0,5.844299793243408,39.18288040161133,1
senegal_2010_00-121,senegal,2010.0,-0.0962813422083854,0.0,21.0,13.787227630615234,-16.014862060546875,0
zimbabwe_2015_00-301,zimbabwe,2015.0,-0.1863725781440735,0.0,27.0,-16.471357345581055,31.38015556335449,0
malawi_2010_00-546,malawi,2010.0,-0.6413580775260925,0.0,31.0,-16.180423736572266,35.091529846191406,1
mali_2012_00-97,mali,2012.0,-0.4837399423122406,0.0,21.0,14.59121799468994,-8.241583824157715,1
nigeria_2013_00-504,nigeria,2013.0,0.0343848876655101,1.0,42.0,6.604132175445557,6.997035980224609,0
zambia_2013_00-34,zambia,2013.0,1.496901273727417,1.0,24.0,-15.379315376281738,28.23560333251953,0
democratic_republic_of_congo_2013_00-297,democratic_republic_of_congo,2013.0,-0.8690786957740784,0.0,34.0,-4.412052154541016,28.769926071166992,1
malawi_2010_00-784,malawi,2010.0,-0.7720155715942383,0.0,29.0,-13.932722091674805,34.49064636230469,1
tanzania_2011_00-6,tanzania,2011.0,-0.5018239617347717,1.0,16.0,-10.57441234588623,38.81372833251953,1
mali_2015_00-4,mali,2015.0,1.1621822118759155,0.0,23.0,13.887323379516602,-11.702872276306152,0
zimbabwe_2010_00-153,zimbabwe,2010.0,0.6168960332870483,1.0,18.0,-20.16165351867676,28.4968204498291,0
nigeria_2013_00-591,nigeria,2013.0,1.3604644536972046,0.0,43.0,4.652708053588867,7.964212894439697,0
angola_2015_00-92,angola,2015.0,-0.7576032876968384,0.0,26.0,-9.330304145812988,14.243508338928224,1
malawi_2015_00-546,malawi,2015.0,-0.4348090589046478,0.0,31.0,-11.678791046142578,34.1109733581543,0
benin_2012_00-732,benin,2012.0,-0.719068169593811,0.0,24.0,7.271301746368408,2.143909454345703,1
sierra_leone_2013_00-65,sierra_leone,2013.0,0.024522116407752,1.0,30.0,8.694337844848633,-11.202667236328123,0
ghana_2016_00-177,ghana,2016.0,-0.6748212575912476,0.0,30.0,9.665218353271484,-2.686692953109741,1
malawi_2010_00-665,malawi,2010.0,-0.4127876758575439,0.0,27.0,-13.493165969848633,33.92640686035156,0
mozambique_2011_00-349,mozambique,2011.0,-0.4041557908058166,0.0,24.0,-17.68047523498535,35.15050506591797,0
tanzania_2011_00-418,tanzania,2011.0,-0.5184701085090637,0.0,17.0,-6.2881178855896,31.265369415283203,1
democratic_republic_of_congo_2013_00-223,democratic_republic_of_congo,2013.0,0.253094881772995,1.0,33.0,-6.126530170440674,23.564292907714844,0
rwanda_2014_00-15,rwanda,2014.0,-0.0025706577580422,0.0,26.0,-2.104671001434326,30.771625518798828,0
kenya_2014_24-47,kenya,2014.0,-0.3363433182239532,0.0,22.0,0.5514619946479797,36.913230895996094,0
ethiopia_2016_03-46,ethiopia,2016.0,-0.9758989214897156,0.0,25.0,10.709687232971191,38.27267074584961,1
angola_2015_00-406,angola,2015.0,0.5143930912017822,1.0,25.0,-17.066455841064453,15.72396183013916,0
